UB Account Number,Service File Number,Acct Status,,UB Address,Zip (Lot),H.S. Service,UB Mapped - Private Side Verification Method,UB Mapped - Public Side Verification Method,H.S. Verification Method,S.S. Service,UB Private Side,UB Utility Side,UB SL Category,S.S. Verification Method,S.S. Previously Lead?,UB Account Type,
007128-000,4144,Active,,135 CRARY AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007129-000,4143,Active,,131 CRARY AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007130-000,4070,Active,,127 CRARY AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007131-000,4081,Active,,123 CRARY AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007132-000,4069,Active,,119 CRARY AV,10550,Copper,Customer Identification with Photo or Other Verification,Records,Customer ID with Photo or Other Verification,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007133-000,4140,Active,,115 CRARY AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007134-000,4139,Active,,111 CRARY AV,10550,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
007135-000,7386,Active,,104 PARK AV,10550,Galvanized,Field Inspection,Records,Field Inspection,Lead,Galvanized,Lead,Lead,Records,Yes,Billable,1
007136-000,11870,Active,,30 PARK AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007138-000,3429,Active,,110 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007139-000,3447,Active,,114 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007140-000,1054,Active,,118 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007141-000,3533,Active,,122 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007142-000,2746,Active,,126 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007143-000,3055,Active,,132 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007144-000,2988,Active,,136 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007145-000,1613,Active,,140 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007146-000,7136,Active,,156 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007147-000,7137,Active,,156 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007148-000,1208,Active,,168 PARK AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
007150-000,1401,Active,,170 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007151-000,968,Active,,172 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007152-000,859,Active,,176 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007153-000,3807,Active,,182 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007154-000,6737,Active,,183 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007155-000,5760,Active,,175 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007156-000,3715,Active,,171 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007157-000,3365,Active,,165 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007158-000,3229,Active,,159 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007159-000,1474,Active,,155 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007160-000,1380,Active,,151 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007161-000,3580,Active,,143 PARK AV,10550,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007162-000,989,Active,,137 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007163-000,3236,Active,,133 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007164-000,4840,Active,,127 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007165-000,932,Active,,119 PARK AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007166-000,931,Active,,115 PARK AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007167-000,5709,Active,,109 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007168-000,6378,Active,,101 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007169-000,1745,Active,,45 PARK AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007170-000,11867,Active,,11 PARK AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007172-000,444,Active,,100 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007173-000,398,Active,,112 COTTAGE AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007174-000,384,Active,,118 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007175-000,715,Active,,122 COTTAGE AV,10550,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007176-000,1399,Active,,128 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007177-000,724,Active,,132 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007178-000,1457,Active,,136 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007179-000,3877,Active,,142 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007180-000,3878,Active,,152 COTTAGE AV,10550,Lead,Other,Records,Other,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007181-000,1002,Active,,158 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007182-000,1003,Active,,162 COTTAGE AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007183-000,2378,Active,,168 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007184-000,1625,Active,,172 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007185-000,3153,Active,,176 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007186-000,2475,Active,,180 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007187-000,4129,Active,,186 COTTAGE AV,10550,Copper,Field Inspection,Records,Field Verification,Brass,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007188-000,4884,Active,,187 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007189-000,6725,Active,,169 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007190-000,4949,Active,,179 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007191-000,3440,Active,,175 COTTAGE AV,10550,Lead,Customer Identification with Photo or Other Verification,Records,Customer ID with Photo or Other Verification,Lead,Lead,Lead,Lead,Records,Yes,Billable,1
007192-000,3958,Active,,159 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007193-000,746,Active,,157 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007194-000,462,Active,,153 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007195-000,1634,Active,,151 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007196-000,2247,Active,,145 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007198-000,2766,Active,,135 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007199-000,1134,Active,,129 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007200-000,367,Active,,125 COTTAGE AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007201-000,533,Active,,119 COTTAGE AV,10550,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
007202-000,420,Active,,113 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007203-000,1283,Active,,105 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007204-000,1565,Active,,31 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007205-000,4974,Active,,27 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007206-000,3668,Active,,23 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007207-000,1609,Active,,21 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007208-000,1711,Active,,17 COTTAGE AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007209-000,3750,Active,,12 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007210-000,3751,Active,,16 ARCHER AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
007211-000,2806,Active,,18 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007212-000,1364,Active,,20 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007213-000,11439,Active,,30 ARCHER AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007214-000,11494,Active,,120 ARCHER AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007215-000,329,Active,,126 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007216-000,548,Active,,132 ARCHER AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
007217-000,1058,Active,,138 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007218-000,1041,Active,,142 ARCHER AV,10550,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007219-000,3234,Active,,150 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007220-000,973,Active,,158 ARCHER AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007221-000,1461,Active,,166 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007222-000,4386,Active,,172 ARCHER AV,10550,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007223-000,4387,Active,,174 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007224-000,4390,Active,,176 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007225-000,4402,Active,,178 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007226-000,4391,Active,,180 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007227-000,4400,Active,,182 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007228-000,4401,Active,,184 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007229-000,1181,Active,,186 ARCHER AV,10550,Unknown,Not Verified,Not Verified,Not Verified,Unknown,Unknown,Unknown,Unknown,Not Verified,Unknown,Billable,1
007230-000,4392,Active,,190 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007231-000,3558,Active,,173 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007232-000,2331,Active,,171 ARCHER AV,10550,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007233-000,1394,Active,,169 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007234-000,3270,Active,,167 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007235-000,3374,Active,,165 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007236-000,1275,Active,,161 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007237-000,3542,Active,,155 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007238-000,4197,Active,,147 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007239-000,1552,Active,,141 ARCHER AV,10550,copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
007240-000,2319,Active,,133 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007241-000,766,Active,,127 ARCHER AV,10550,Lead,Records,Records,Records,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007242-000,1908,Active,,121 ARCHER AV,10550,Unknown,Not Verified,Excavation,Not Verified,Copper,Unknown,Non-Lead,Unknown,Excavation,Yes,Billable,1
007243-000,536,Active,,111 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007244-000,4146,Active,,109 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007245-000,1873,Active,,107 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007246-000,1556,Active,,31 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007247-000,3373,Active,,25 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007248-000,3314,Active,,21 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007249-000,3290,Active,,19 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007250-000,11617,Active,,15 ARCHER AV,10550,Copper,Field Inspection,Not Verified,Field Inspection,Unknown,Non-Lead,Unknown,Unknown,Not Verified,Unknown,Billable,1
007251-000,1751,Active,,13 ARCHER AV,10550,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007252-000,3870,Active,,14 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Plastic,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007253-000,3070,Active,,16 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007254-000,3072,Active,,20 CHESTER ST,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007255-000,1495,Active,,24 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007256-000,7220,Active,,26 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007257-000,3701,Active,,28 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007258-000,6931,Active,,30 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007259-000,846,Active,,108 CHESTER ST,10552,Copper,Field Inspection,Records,Field Inspection,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007260-000,3673,Active,,110 CHESTER ST,10552,Lead,Field Inspection,Records,Field Inspection,Copper,Lead,Non-Lead,Lead,Records,Unknown,Billable,1
007261-000,2350,Active,,114 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007262-000,5542,Active,,118 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007263-000,862,Active,,122 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007264-000,6756,Active,,128 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007265-000,1024,Active,,130 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
007266-000,3671,Active,,134 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007267-000,3776,Active,,138 CHESTER ST,10552,copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
007268-000,1738,Active,,142 CHESTER ST,10552,Copper,Field Inspection,Records,Field Inspection,Lead,Non-Lead,Lead,Lead,Records,Yes,Billable,1
007269-000,1776,Active,,146 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007270-000,3780,Active,,152 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007271-000,11119,Active,,154 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007272-000,2318,Active,,158 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Lead,Unknown,Lead,Lead,Records,Yes,Billable,1
007273-000,3570,Active,,153 CHESTER ST,10552,Copper,Records,Records,Records,Copper,Non-Lead,Non-Lead,Non-Lead,Records,Unknown,Billable,1
007274-000,3724,Active,,149 CHESTER ST,10552,Unknown,Not Verified,Records,Not Verified,Copper,Unknown,Non-Lead,Unknown,Records,Unknown,Billable,1
